,movie,bechdel_pass
1202,birkebeinerne,0
1203,thebirthofanation,0
1204,blairwitch,0
1205,bliss!,1
1206,bloodstripe,0
1207,theboss,1
1208,theboy,1
1209,breathingdeep,0
1210,bridgetjones'sbaby,1
1211,thebrothersgrimsby,0
1212,busanhaeng,1
1213,cafesociety,0
1214,cam-girl,1
1215,captainamericacivilwar,1
1216,captainfantastic,1
1217,catfight,1
1218,centralintelligence,0
1219,certainwomen,1
1220,thechoice,1
1221,christine,1
1222,collateralbeauty,0
1223,colossal,0
1224,theconjuring2,1
1225,contratiempo,0
1226,courierx,0
1227,criminal,1
1228,crouchingtigerhiddendragonswordofdestiny,1
1229,dad'sarmy,1
1230,dangal,1
1231,thedarkness,0
1232,deadpool,0
1233,deareleanor,1
1234,deepwaterhorizon,0
1235,demaintoutcommence,1
1236,denial,1
1237,dernieresnouvellesducosmos,1
1238,dieletztesau,0
1239,dirty30,1
1240,dirtygrandpa,0
1241,thedivergentseriesallegiant,1
1242,divines,1
1243,doctorstrange,0
1244,don'tbreathe,1
1245,don'thangup,0
1246,don'tthinktwice,1
1247,doukyuusei,0
1248,thedragonspell,0
1249,theduel,0
1250,theeaglehuntress,0
1251,eddietheeagle,0
1252,theedgeofseventeen,1
1253,elolivo,1
1254,electrawomananddynagirl,1
1255,elle,1
1256,elvis&nixon,0
1257,equity,1
1258,everybodywantssome,0
1259,extremis,1
1260,faibeisogni,0
1261,fantasticbeastsandwheretofindthem,1
1262,fences,1
1263,finalfantasyxv,1
1264,findingdory,1
1265,thefinesthours,1
1266,firstgirliloved,1
1267,florencefosterjenkins,1
1268,theforest,1
1269,freefire,0
1270,freestateofjones,0
1271,friendrequest,1
1272,thefundamentalsofcaring,1
1273,gantzo,0
1274,ghostbusters,1
1275,thegirlonthetrain,1
1276,thegirlwithallthegifts,1
1277,godsofegypt,0
1278,grüßeausfukushima(greetingsfromfukushima),1
1279,greaselive!,1
1280,thegreatwall,0
1281,hacksawridge,0
1282,hailcaesar!,0
1283,hairspraylive!,1
1284,thehandmaiden(ah-ga-ssi),1
1285,handsomedevil,0
1286,hardcorehenry,0
1287,hatedinthenation,1
1288,hellorhighwater,0
1289,hiddenfigures,1
1290,highstrung,0
1291,houndsoflove,1
1292,houseonwillowstreet,1
1293,howtobesingle,1
1294,huntforthewilderpeople,1
1295,thehuntsmanwinter'swar,1
1296,hurricanebianca,1
1297,hush,1
1298,iamtheprettythingthatlivesinthehouse,1
1299,ihadabloodygoodtimeathouseharker,0
1300,i'mnotashamed,1
1301,idanielblake,1
1302,iceagecollisioncourse,1
1303,icefantasy,1
1304,inavalleyofviolence,0
1305,independencedayresurgence,1
1306,inferno,0
1307,theinfiltrator,1
1308,it'sonlytheendoftheworld,1
1309,jackreachernevergoback,1
1310,jackie,1
1311,janegotagun,0
1312,jasonbourne,0
1313,julieta,1
1314,thejunglebook,0
1315,justiceleaguevs.teentitans,1
1316,keanu,1
1317,keepingupwiththejoneses,1
1318,killcommand,0
1319,kiminonawa.,1
1320,kingdave,0
1321,kingofthedancehall,0
1322,koenokatachi,0
1323,kuboandthetwostrings,0
1324,kungfupanda3,1
1325,l'etàd'oro,0
1326,lalaland,1
1327,lapazzagioia,1
1328,thelegendoftarzan,0
1329,lesinnocentes,1
1330,letmego,1
1331,liberty'ssecret,1
1332,thelightbetweenoceans,1
1333,lightsout,1
1334,linefork,1
1335,lion,0
1336,littledoorgods,1
1337,littlesister,1
1338,livebynight,0
1339,locosdeamor,0
1340,thelostcityofz,0
1341,love&friendship,1
1342,thelovewitch,1
1343,lovesong,1
1344,loving,1
1345,marevolution,1
1346,magnificent7,0
1347,manchesterbythesea,1
1348,marauders,0
1349,martyrs,1
1350,masterminds,1
1351,maudie,1
1352,mebeforeyou,1
1353,meettheblacks,1
1354,middleschooltheworstyearsofmylife,1
1355,themidnightman,1
1356,midnightspecial,0
1357,mikeanddaveneedweddingdates,1
1358,missperegrine'shomeforpeculiarchildren,1
1359,misssaigon25thanniversary,0
1360,misssloane,1
1361,moana,1
1362,moana,1
1363,moneymonster,1
1364,monsterhighwelcometomonsterhigh,1
1365,monstertrucks,0
1366,moonlight,0
1367,morgan,1
1368,mother'sday,1
1369,mr.church,1
1370,mr.right,0
1371,mybigfatgreekwedding2,1
1372,mylifeasazucchini,1
1373,mylittleponyequestriagirls-legendofeverfree,1
1374,negledajmiupijat,0
1375,neighbors2sororityrising,1
1376,theneondemon,1
1377,neruda,0
1378,nerve,1
1379,theniceguys,1
1380,ninelives,0
1381,nocturnalanimals,1
1382,normofthenorth,1
1383,norman,0
1384,nowyouseeme2,0
1385,nowhereboysthebookofshadows,1
1386,nowhereland,1
1387,officechristmasparty,1
1388,otherpeople,1
1389,ouijaoriginofevil,1
1390,ourkindoftraitor,1
1391,pandemic,1
1392,passengers,0
1393,paterson,0
1394,patients,0
1395,theperfectmatch,0
1396,personalshopper,1
1397,pet,0
1398,pete'sdragon,1
1399,petersburgaselfie,1
1400,pink,1
1401,planetarium,1
1402,popstarneverstopneverstopping,0
1403,prevenge,1
1404,prideandprejudiceandzombies,1
1405,thepurgeelectionyear,1
1406,quandona17ans,1
1407,queenofkatwe,1
1408,réparerlesvivants,0
1409,raisingthebar,1
1410,ramanraghav2.0,0
1411,ratchet&clank,1
1412,raw,1
1413,realive,0
1414,theredpill,1
1415,theredturtle,0
1416,residentevilthefinalchapter,1
1417,ridealong2,0
1418,therockyhorrorpictureshowlet'sdothetimewarpagain,1
1419,rogueone,1
1420,rustom,1
1421,sãojorge,0
1422,sausageparty,1
1423,thesecretlifeofpets,0
1424,sensitivitytraining,1
1425,seoulyeok[seoulstation],0
1426,theshallows,1
1427,sharknado4the4thawakens,1
1428,shingodzilla,0
1429,thesiegeofjadotville,0
1430,silence,0
1431,sing,1
1432,singstreet,0
1433,sluganaroda2,0
1434,snowden,0
1435,southsidewithyou,0
1436,spanight,1
1437,spidarlings,1
1438,split,1
1439,startrekbeyond,0
1440,storks,0
1441,strangerthings,1
1442,suicidekale,1
1443,suicidesquad,1
1444,sully,0
1445,swissarmyman,0
1446,tallulah,1
1447,teenagemutantninjaturtlesoutoftheshadows,1
1448,tenemoslacarne[wearetheflesh],0
1449,theirfinest,1
1450,thingstocome-l'avenir,0
1451,thomas&friendsthegreatrace,1
1452,theticket,0
1453,tonierdmann,1
1454,tramps,0
1455,thetransfiguration,0
1456,triple9,1
1457,trolls,1
1458,truememoirsofaninternationalassassin,0
1459,tschick,0
1460,unhommealahauteur,1
1461,una,0
1462,undertheshadow,1
1463,underworldbloodwars,0
1464,theuntamed,1
1465,vampiresinvirginia,1
1466,varoonegi,1
1467,viergegendiebank,0
1468,thevoid,1
1469,voltronlegendarydefender,1
1470,vseomuzhchinakh,0
1471,wardogs,0
1472,waroneveryone,1
1473,warcraft,1
1474,whiskeytangofoxtrot,1
1475,wiener-dog,0
1476,womenwhokill,1
1477,x-menapocalypse,1
1478,yogahosers,0
1479,theyoungoffenders,1
1480,yu-gi-oh!thedarksideofdimensions,0
1481,zoombies,1
1482,zootopia,1
1483,the33,1
1484,the3tailsmovieamermaidadventure,1
1485,45years,1
1486,600millas[600miles],0
1487,7letters,1
1488,acountrycalledhome,1
1489,agermanyouth,0
1490,alittlechaos,1
1491,aperfectday,0
1492,aroyalnightout,1
1493,asortofhomecoming,1
1494,awalkinthewoods,0
1495,absolutelyanything,1
1496,advantageous,1
1497,aftertheball,1
1498,afterdeath,1
1499,theageofadaline,1
1500,almostmercy,0
1501,aloha,1
1502,alreadytomorrowinhongkong,0
1503,aluguelofilme,0
1504,alvinandthechipmunkstheroadchip,0
1505,americanultra,0
1506,anamolisa,0
1507,angryindiangoddesses,1
1508,anguish,1
1509,annaunbound,1
1510,ant-man,0
1511,theassassin,0
1512,atrapalabandera[capturetheflag],0
1513,ava'spossession,1
1514,avengersageofultron,1
1515,avriletlemondetruque,1
1516,baahubalithebeginning,0
1517,badhairday,1
1518,bajiraomastani,0
1519,barelylethal,1
1520,batmanunlimitedanimalinstincts,0
1521,battleforsevastopol,1
1522,battledreamchronicle,1
1523,beastsofnonation,0
1524,bessie,1
1525,thebigshort,0
1526,bill,0
1527,birigyaru,1
1528,blackmass,0
1529,theblackcoat'sdaughter,1
1530,blackhat,0
1531,bloodsuckingbastards,0
1532,boineon,1
1533,bound,1
1534,bridgeofspies,0
1535,thebronze,1
1536,brooklyn,1
1537,brothersofthewind,0
1538,burnburnburn,1
1539,bythesea,1
1540,cafard,0
1541,captive,1
1542,carol,1
1543,thecaseofhanaandalice,1
1544,chappie,0
1545,chi-raq,1
1546,child44,0
1547,cinderella,1
1548,circle,0
1549,thecolony,1
1550,commentc'estloin,0
1551,comoara,0
1552,concussion,0
1553,creed,0
1554,crimsonpeak,1
1555,cuddler,1
1556,daddy'shome,0
1557,thedanishgirl,1
1558,demolition,0
1559,descendants,1
1560,thediaryofateenagegirl,1
1561,doyoubelieve?,1
1562,dofus-livre1julith,1
1563,dollyparton'scoatofmanycolors,1
1564,dope,0
1565,doraoderdiesexuellenneurosenunserereltern,1
1566,dragonballzresurrection'f',0
1567,thedressmaker,1
1568,drunkwedding,0
1569,theduff,1
1570,thedukeofburgundy,1
1571,eaters,0
1572,embers,0
1573,emelie,1
1574,theendofthetour,0
1575,entourage,0
1576,equals,1
1577,theethicist,1
1578,everest,0
1579,evolution,0
1580,exmachina,0
1581,experimenter,0
1582,eyeinthesky,1
1583,familyfang,1
1584,fantasticfour,0
1585,farfromthemaddingcrowd,1
1586,fathers&daughters,1
1587,feeheld,1
1588,fiftyshadesofgrey,1
1589,thefinalgirls,1
1590,focus,0
1591,thefourwarriors,0
1592,fourthmanout,0
1593,fraumullermussweg,1
1594,fullout,1
1595,furious7,1
1596,gethard,0
1597,ghosthunters,1
1598,thegift,1
1599,thegirlking,1
1600,girlslost,1
1601,thegooddinosaur,1
1602,goosebumps,0
1603,grandma,1
1604,thegreatgillyhopkins,1
1605,thegreeninferno,1
1606,greenroom,1
1607,thegunman,0
1608,halallove,1
1609,harbingerdown,1
1610,harterbrocken,1
1611,thehatefuleight,1
1612,hedischneiderstecktfest,1
1613,hellomynameisdoris,1
1614,hidden,1
1615,highrise,0
1616,highwaytohellas,0
1617,hitmanagent47,0
1618,thehollow,1
1619,home,1
1620,hotpursuit,0
1621,hoteltransylvania2,1
1622,hrutar,0
1623,thehungergamesmockingjay-part2,1
1624,i'llseeyouinmydreams,1
1625,ilraccontodeiracconti,1
1626,intheheartofthesea,0
1627,insideout,1
1628,insidiouschapter3,1
1629,insurgent,1
1630,theintern,1
1631,intotheforest,1
1632,intruders,1
1633,invisiblesister,1
1634,theinvitation,1
1635,ipman3,0
1636,irrationalman,0
1637,jesuisunsoldat,1
1638,jemandtheholograms,1
1639,johnfrom,1
1640,joy,1
1641,jupiterascending,1
1642,jurassicworld,1
1643,justjim,0
1644,justiceleaguethroneofatlantis,1
1645,krampus,1
1646,kungfury,0
1647,l'antiquaire,1
1648,l'attesa,1
1649,labellesaison,1
1650,laloidumarché,0
1651,lamemoriadelagua,0
1652,lapassiond'augustine,1
1653,theladyinthevan,1
1654,lastknights,0
1655,thelastwitchhunter,1
1656,lavalantula,1
1657,thelazaruseffect,1
1658,legend,1
1659,lesogres,1
1660,life,1
1661,littlebigmaster,1
1662,thelittleprince,1
1663,lizathefoxfairy,1
1664,thelobster,1
1665,londonspy,0
1666,longwaynorth,0
1667,thelongestride,1
1668,louderthanbombs,0
1669,lovelive!theschoolidolmovie,1
1670,lovethecoopers,1
1671,macbeth,0
1672,madmaxfuryroad,1
1673,madamebovary,0
1674,maend&hons,0
1675,maggie'splan,1
1676,magicmikexxl,1
1677,themanfromu.n.c.l.e.,1
1678,manup,1
1679,themanwhoknewinfinity,0
1680,marguerite,1
1681,themartian,1
1682,maryland,0
1683,max,1
1684,mazerunnerthescorchtrials,1
1685,meandearlandthedyinggirl,1
1686,meadowland,1
1687,themeddler,1
1688,milesahead,0
1689,milyykhansdorogoypyotr,0
1690,minlillasyster,1
1691,minions,1
1692,missyoualready,1
1693,missionimpossible-roguenation,0
1694,mistresamerica,1
1695,mojave,0
1696,montanha,0
1697,mortdecai,0
1698,mr.holmes,0
1699,themurderpact,1
1700,mustang,1
1701,mylittleponyequestriagirls-friendshipgames,1
1702,mynameisemily,1
1703,mythicathedarkspore,1
1704,neverletgo,0
1705,nextstopl.a.,1
1706,nilbatteysannata,1
1707,odesolado,1
1708,office,1
1709,otherhalves,1
1710,ourlittlesister,1
1711,theovernight,1
1712,pan,0
1713,papertowns,0
1714,parched,1
1715,paulblartmallcop2,0
1716,pawnsacrifice,0
1717,thepeanutsmovie,1
1718,theperfectguy,0
1719,phoenixincident,0
1720,thephoenixproject,0
1721,pitchperfect2,1
1722,pixels,0
1723,pointbreak,0
1724,portraitofaserialmonogamist,1
1725,predatordarkages,0
1726,psychosis,1
1727,quehoraselavolta?,1
1728,queenofearth,1
1729,thereasonishoponline,1
1730,therevenant,0
1731,riaruonigokko,1
1732,rickiandtheflash,1
1733,theridiculous6,0
1734,roalddahl'sesiotrot,0
1735,room,1
1736,runallnight,0
1737,samuraiwarriorqueens,1
1738,sanandreas,1
1739,schneidervs.bax,0
1740,scoutsguidetothezombieapocalypse,0
1741,thesecondbestexoticmarigoldhotel,1
1742,self/less,0
1743,septembersofshiraz,1
1744,sharknado3ohhellno!,1
1745,shaunthesheepmovie,0
1746,shishanoteikoku(empireofcorpses),0
1747,sicario,0
1748,thesinseer,1
1749,sisters,1
1750,sleepingwithotherpeople,1
1751,slowlearners,1
1752,slowwest,0
1753,southpaw,0
1754,spectre,0
1755,thespongebobmoviespongeoutofwater,0
1756,spotlight,0
1757,spy,1
1758,thestanfordprisonexperiment,0
1759,starwarstheforceawakens,1
1760,thesteps,1
1761,stevejobs,1
1762,stitcher,0
1763,straightouttacompton,0
1764,strangemagic,1
1765,suffragette,1
1766,thesummerofsangaile,1
1767,sunsetsong,1
1768,survivor,1
1769,sweetbean,1
1770,swordofvengeance,0
1771,synchronicity,0
1772,tangerine,1
1773,taxi,1
1774,ted2,0
1775,teenbeach2,1
1776,tempête,0
1777,terminatorgenisys,0
1778,testamentofyouth,1
1779,theycallmejeegrobot,0
1780,thischangeseverything,1
1781,thethreees,1
1782,throne,1
1783,tigerhouse,1
1784,tillwemeetagain,1
1785,timelike,1
1786,titli,0
1787,tjuvheder,1
1788,toddenhippies!!eslebederpunk!,0
1789,tomorrowland,1
1790,trainwreck,1
1791,thetransporterrefueled,1
1792,truestory,0
1793,trumbo,1
1794,trustfund,1
1795,turbokid,0
1796,unpeubeaucoupaveuglement!,1
1797,uncanny,0
1798,unexpected,1
1799,unfinishedbusiness,0
1800,untildawn,1
1801,vacation,1
1802,vampyres,1
1803,vanish,0
1804,vice,1
1805,victorfrankenstein,0
1806,victoria,0
1807,thevisit,1
1808,thevvitchanew-englandfolktale,1
1809,thewalk,0
1810,thewave(bølgen),1
1811,theweddingringer,1
1812,welcometohappiness,0
1813,thewizlive!,1
1814,woshizhengren,0
1815,womaningold,1
1816,woodlawn,0
1817,worldoftomorrow,1
1818,you'remyboss,0
1819,youth,0
1820,zforzachariah,0
1821,'71,0
1822,12dogdaystillchristmas,1
1823,22jumpst,0
1824,3daystokill,1
1825,300riseofanempire,0
1826,5flightsup,1
1827,abrilliantyoungmind,0
1828,acoupsur,0
1829,agirlwalkshomealoneatnight,1
1830,alongwaydown,1
1831,amillionwaystodieinthewest,0
1832,amostviolentyear,1
1833,amostwantedman,0
1834,anoitedavirada,1
1835,awalkamongthetombstones,0
1836,aboutagirl,1
1837,aboutlastnight,0
1838,theadventurerthecurseofthemidasbox,0
1839,agatharaisinthequicheofdeath,1
1840,alexofvenice,1
1841,alexanderandtheterriblehorriblenogoodverybadday,1
1842,allesinklusive,1
1843,aloft,1
1844,alphahouse,0
1845,amazingspider-man2,0
1846,americansniper,0
1847,amourfou,0
1848,anatomyofaloveseen,1
1849,angryvideogamenerdthemovie,1
1850,annabelle,1
1851,annie,1
1852,appropriatebehavior,1
1853,ardor,0
1854,asabovesobelow,1
1855,asianschoolgirls,1
1856,askmeanything,1
1857,atlasshruggedwhoisjohngalt?,1
1858,automata,0
1859,avisdemistral,1
1860,awesomeasianbadguys,0
1861,thebabadook,1
1862,thebagman,0
1863,barbieandthesecretdoor,1
1864,barbiethepearlprincess,1
1865,barefoot,1
1866,batmanassaultonarkham,1
1867,beforeigotosleep,1
1868,beforewego,1
1869,beginagain,1
1870,belle,1
1871,betterlivingthroughchemistry,0
1872,beyondthelights,1
1873,bigeyes,1
1874,biggame,0
1875,bighero6,1
1876,bigstonegap,1
1877,birdman,1
1878,blacksea,0
1879,blended,1
1880,thebookoflife,1
1881,theboxtrolls,0
1882,boymeetsgirl,1
1883,boyhood,1
1884,brickmansions,1
1885,cake,1
1886,calvary,0
1887,camptakota,1
1888,captainamericathewintersoldier,1
1889,cesarchavez,1
1890,chef,0
1891,citizenfour,0
1892,cloud9,1
1893,cloudsofsilsmaria,1
1894,clown,1
1895,comet,0
1896,conducta,1
1897,cooties,0
1898,court,0
1899,creep,0
1900,cubanfury,0
1901,cutbank,1
1902,dasweetbloodofjesus,1
1903,thedamnedthing,0
1904,darkwasthenight,0
1905,dateandswitch,0
1906,dawnoftheplanetoftheapes,0
1907,deadgirls,1
1908,deadsnow2,1
1909,dearwhitepeople,1
1910,deliverusfromevil,0
1911,derkleinedrachekokosnuss,0
1912,derkleinemedicus-geheimnisvollemissionimkorper,1
1913,derkreis,0
1914,thedisappearanceofeleanorrigbyher,1
1915,thedisappearanceofeleanorrigbythem,1
1916,divergent,1
1917,dohee-ya,1
1918,dolaresdearena(sanddollars),1
1919,dolphintale2,1
1920,draculauntold,0
1921,draftday,0
1922,thedrop,0
1923,dumbanddumber2,1
1924,dykehard,1
1925,earthtoecho,0
1926,eastsidesushi,1
1927,eatwithme,1
1928,edgeoftomorrow,0
1929,effiegray,1
1930,eikiitos,0
1931,eingeschenkdergotter,1
1932,ekvillain,0
1933,elniño,0
1934,electricity,1
1935,enduvasattpåengrenochfunderadepåtillvaron,0
1936,theequalizer,0
1937,escobarparadiselost,0
1938,everysecretthing,1
1939,exodusgodsandkings,0
1940,theexpendables3,0
1941,extirpadordeidolatrias,1
1942,thefalling,1
1943,thefaultinourstars,1
1944,faults,1
1945,feheristen,1
1946,fieldsofthedead,1
1947,flowersintheattic,1
1948,forttilden,0
1949,foxcatcher,0
1950,theframe,1
1951,frank,0
1952,frozenintime,0
1953,fury,0
1954,thegabbydouglasstory,0
1955,gekijoubanhakuoukidainishoushikonsoukyou,0
1956,getonup,0
1957,girlhood,1
1958,girltrashallnightlong,1
1959,thegiver,1
1960,godhelpthegirl,1
1961,god'snotdead,1
1962,god'spocket,0
1963,godzilla,0
1964,goldenera,0
1965,gonegirl,1
1966,thegoodlie,1
1967,goodpeople,1
1968,gotham,1
1969,graceofmonaco,1
1970,thegrandbudapesthotel,0
1971,guardiansofthegalaxy,1
1972,gueros,0
1973,h.,0
1974,haider,0
1975,happychristmas,1
1976,happyvalley,0
1977,hardcornerlefilm,0
1978,heavenisforreal,0
1979,hectorandthesearchforhappiness,0
1980,hercules,0
1981,highway,0
1982,hits,1
1983,thehobbitthebattleofthefivearmies,0
1984,hojeeuquerovoltarsozinho,1
1985,thehomesman,0
1986,horriblebosses2,0
1987,housebound,1
1988,thehousesoctoberbuilt,0
1989,howtostealadog/gae-leulhoom-chi-neunwan-byeok-hanbang-beob,1
1990,howtotrainyourdragon2,0
1991,thehundred-footjourney,1
1992,thehungergamesmockingjay-part1,1
1993,hungryhearts,0
1994,icallitlove,0
1995,iorigins,1
1996,ifrankenstein,0
1997,ichsehichseh,0
1998,ifistay,1
1999,theimitationgame,0
2000,inthecourtyard,1
2001,theinbetweeners2,0
2002,infinitelypolarbear,1
2003,inherentvice,0
2004,innocence,1
2005,interstellar,1
2006,theinterview,0
2007,intothestorm,1
2008,intothewoods,1
2009,intothewoods,1
2010,itfollows,1
2011,jackryanshadowrecruit,0
2012,jackyinthekingdomofwomen,1
2013,janethevirgin,1
2014,jerseyboys,0
2015,jimmy'shall,0
2016,jlaadventurestrappedintime,1
2017,joe,0
2018,johnwick,0
2019,jongens,0
2020,ju-onowarinohajimari,1
2021,thejudge,0
2022,justiceleaguewar,1
2023,kingsmanthesecretservice,1
2024,kraftidioten,0
2025,kumikothetreasurehunter,1
2026,labelleetlabete,1
2027,lacrèmedelacrème,1
2028,laislaminima,0
2029,laggies,1
2030,landho!,1
2031,thelastfiveyears,0
2032,lastshift,1
2033,thelastnarutothemovie,0
2034,leparadis,0
2035,learningtodrive,1
2036,thelegendofhercules,0
2037,thelegomovie,1
2038,letusprey,1
2039,let'sbecops,0
2040,leviathan,1
2041,liesitoldmylittlesister,1
2042,lifeofriley,0
2043,lifepartners,1
2044,likesundaylikerain,1
2045,lizziebordentookanax,1
2046,thelookalike,1
2047,love&mercy,0
2048,loveisstrange,0
2049,loverosie,1
2050,lucy,1
2051,lugen,1
2052,lustforlove,1
2053,magicinthemoonlight,1
2054,magicalgirl,1
2055,maleficent,1
2056,mangetesmorts,0
2057,mapstothestars,1
2058,margaritawithastraw,1
2059,massextinctionlifeatthebrink,0
2060,themazerunner,0
2061,megasharkvs.mechashark,1
2062,mercenaries,1
2063,mikeandi,0
2064,milliondollararm,0
2065,missmeadows,1
2066,mommy,1
2067,moms'nightout,1
2068,themonumentsmen,0
2069,moominsontheriviera,1
2070,mostlyghostlyhaveyoumetmyghoulfriend?,1
2071,mr.peabodyandsherman,0
2072,mr.turner,0
2073,muppetsmostwanted,0
2074,myfathermustdie,1
2075,mylittleponyequestriagirls-rainbowrocks,1
2076,myoldlady,1
2077,nardyrenedrommer,0
2078,neardeathexperience,0
2079,needforspeed,0
2080,neighbors,1
2081,nightatthemuseumsecretofthetomb,0
2082,nightcrawler,1
2083,nogooddeed,1
2084,noah,1
2085,non-stop,1
2086,thenormalheart,0
2087,nosferatuinlove,0
2088,notcool,1
2089,thenovemberman,0
2090,thenutjob,1
2091,obviouschild,1
2092,ochoapellidosvascos,0
2093,oculus,1
2094,omoidenomani(whenmarniewasthere),1
2095,theoneilove,1
2096,theotherwoman,1
2097,ouija,1
2098,ourrobocopremake,1
2099,outinthenight,1
2100,outofthedark,1
2101,outcast,1
2102,thepaboys,0
2103,paddington,1
2104,paneeburlesque,1
2105,paperplanes,0
2106,parallels,1
2107,paranormalactivitythemarkedones,0
2108,penguinsofmadagascar,0
2109,perfectsisters,1
2110,phoenix,1
2111,thepiratefairy,1
2112,pk,0
2113,planesfire&rescue,0
2114,pompeii,1
2115,praiadofuturo,0
2116,predestination,1
2117,pride,1
2118,primerodeenero,1
2119,projectalmanac,1
2120,thepurgeanarchy,1
2121,qu'est-cequ'onafaitaubondieu?,1
2122,queen,1
2123,thequiethour,1
2124,thequietroar,1
2125,ragamuffin,0
2126,theredtent,1
2127,relatossalvajes,1
2128,respire,1
2129,ricooskarunddietieferschatten,0
2130,ridealong,0
2131,rio2,1
2132,theriotclub,0
2133,riveroffundament,1
2134,robocop,0
2135,robotoverlords,0
2136,rosewater,0
2137,therover,0
2138,sabotage,1
2139,sadilishteto,0
2140,saintseiyalegendofsanctuary,0
2141,thesalvation,0
2142,thescribbler,1
2143,searchparty,0
